type,title,director,cast,country,release_year,rating,duration,listed_in,comp_time,imdb
TV Show,Soviet Storm: World War II in the East,N/A,"Evgeny Senchukov, etc",N/A,2011,13+,2 Seasons,Documentary,400,6.9
Movie,Southward Ho!,Joseph Kane,"Roy Rogers, etc",N/A,1939,13+,53 min,Western,53,6.2
Movie,Soul to Keep,"David Allensworth, Monière","Sandra Mae Frank, etc",N/A,2019,16+,94 min,Drama,94,8.3
Movie,Soothing Waterfalls with Music,Mark Knight,"Mary Kay Kayaltizer, etc",N/A,2019,NR,60 min,Documentary,60,8.1
Movie,Soothing Surf at Del Norte for Sleep black screen,Mark Knight,N/A,N/A,2018,ALL,601 min,Special Interest,601,8.1
Movie,Soothing Surf at Carmel Beach for Sleep,Mark Knight,N/A,N/A,2017,ALL,480 min,Special Interest,480,7.9
Movie,Soothing Sights and Sounds for Kids,Mark Knioght,N/A,N/A,2012,ALL,60 min,Special Interest,60,2.4
Movie,Sonu Ke Titu Ki Sweety,Luv Ranjan,"Kartik Aaryan, etc",India,2018,13+,138 min,Comedy,138,6.9
TV Show,Sons of the Soil : Jaipur Pink Panthers,N/A,"Abhishek Bachchan, etc",India,2020,13+,1 Season,Documentary,200,5.9
TV Show,Sonic X,N/A,"Jason Griffith, etc",N/A,2005,7+,3 Seasons,Animation,600,5.0
Movie,Song One,Kate Barker-Froyland,"Anne Hathaway, etc",United States,2015,13+,88 min,Arthouse,88,7.3
Movie,Song of the Cloud Forest,Jim Henson,"Dave Goelz, etc",N/A,1989,NR,24 min,Fantasy,24,8.3
Movie,Song of Texas,Joseph Kane,"Roy Rogers, etc",N/A,1943,13+,53 min,Western,53,5.0
Movie,Song Of Texas,Joseph Kane,"Roy Rogers, etc",N/A,1943,ALL,53 min,Action,53,5.0
Movie,Song Of Arizona,Frank McDonald,"Roy Rogers, etc",N/A,1946,16+,60 min,Arts,60,6.6
Movie,Son of the Navy,William Nigh,"James Dunn, etc",N/A,1940,18+,71 min,Comedy,71,5.9
Movie,Son of Monte Cristo,Rowland V. Lee,"Louis Hayward, etc",N/A,1940,13+,96 min,Action,96,6.3
Movie,Sometimes Always Never,Carl Hunter,"Bill Nighy, etc",N/A,2020,13+,91 min,Comedy,91,5.0
Movie,Something To Sing About,Victor Schertzinger,"James Cagney, etc",N/A,1937,13+,88 min,Arts,88,4.4
Movie,Something from Nothing: The Art of Rap,Ice-T,"Dr. Dre, etc",N/A,2012,16+,111 min,Documentary,111,6.9
Movie,Someone Still Loves You Boris Yeltsin,N/A,N/A,N/A,2008,13+,42 min,Music Videos and Concerts,42,7.0
TV Show,Some Assembly Required,N/A,"Kolton Stewart, etc",N/A,2016,ALL,1 Season,Animation,200,4.6
Movie,Soldier of Night,Dan Wolman,"Iris Kaner, etc",N/A,1986,16+,90 min,Drama,90,8.0
Movie,Solar Flare,Max Ksjonda,"Arsen Shavlyuk, etc",N/A,2020,13+,101 min,Kids,101,5.9
Movie,Sofia,John Reinhardt,"Gene Raymond, etc",N/A,1948,16+,83 min,Action,83,8.1
Movie,Social Animals,Theresa Bennett,"Noel Wells, etc",N/A,2018,16+,83 min,Comedy,83,5.3
Movie,Soapdish,Michael Hoffman,"Robert Downey Jr., etc",United States,1991,13+,96 min,Comedy,96,5.7
Movie,So Undercover,Tom Vaughan,"Miley Cyrus, etc",N/A,2012,13+,94 min,Action,94,5.0
TV Show,Snowdonia 1890,N/A,"Matthew Rhys, etc",N/A,2010,13+,1 Season,TV Shows,200,7.4
Movie,Snowden,N/A,N/A,N/A,2007,13+,36 min,Music Videos and Concerts,36,5.0
Movie,Snowcat - Truck Tunes for Kids,Sheldon Cohen,"Maureen Stapleton, etc",N/A,2016,NR,4 min,Kids,4,5.0
Movie,Snowbound for Christmas,Marco Deufemia,"Zarrin Darnell-Martin, etc",N/A,2019,NR,84 min,Comedy,84,7.4
Movie,Snow Day,Chris Koch,"Chris Elliott, etc",N/A,2000,16+,89 min,Adventure,89,6.0
TV Show,Snog Marry Avoid?,N/A,"Jenny Frost, etc",N/A,2009,16+,2 Seasons,TV Shows,400,3.4
TV Show,Snobs,N/A,"Indiana Evans, etc",N/A,2003,16+,1 Season,Comedy,200,5.0
TV Show,SNG: Don't Come Last,N/A,N/A,N/A,2017,NR,1 Season,Comedy,200,5.0
TV Show,Sneaky Pete,N/A,"Libe Barer, etc",United States,2019,18+,3 Seasons,Drama,600,5.0
Movie,Snapshots,Melanie Mayron,"Piper Laurie, etc",N/A,2018,NR,95 min,Drama,95,4.7
Movie,Snake Eater 3: His Law,George Erschbamer,"Lorenzo Lamas, etc",N/A,1992,18+,92 min,Action,92,5.0
Movie,Smile Please,Vikram Phadnis,"Mukta Barve, etc",India,2019,13+,132 min,Drama,132,7.1
Movie,Smash Up: Story Of A Woman,Stuart Heisler,"Susan Hayward, etc",N/A,1947,13+,104 min,Drama,104,7.3
Movie,Small Soldiers,Joe Dante,"Kirsten Dunst, etc",N/A,1998,13+,110 min,Action,110,6.8
TV Show,Small Axe,N/A,"John Boyega, etc",N/A,2020,16+,1 Season,Drama,200,7.4
TV Show,Slopestyle TV,N/A,N/A,N/A,2014,ALL,2 Seasons,Special Interest,400,7.3
Movie,Slipstream,David van Eyssen,"Sean Astin, etc",N/A,2005,18+,87 min,Fantasy,87,8.0
Movie,Sleepytime Gorilla Museum,Baeble Music,N/A,N/A,2011,13+,55 min,Comedy,55,5.0
Movie,Sleepwalker,Elliott Lester,"Ahna O'Reilly, etc",United States,2017,18+,88 min,Drama,88,3.4
Movie,"Slate, Wyn & Me",Don McLennan,"Simon Burke, etc",N/A,1987,16+,90 min,Action,90,4.1
Movie,Slappy and the Stinkers,Barnet Kellman,"BD Wong, etc",N/A,1998,13+,78 min,Comedy,78,2.7
Movie,Sky Racket,"Robert F. Hill & Sam Katzman, Robert F. Hill, Sam Katzman","Bruce Bennett (aka Herman Brix), etc",N/A,1937,13+,62 min,Action,62,7.1
Movie,Sky Dog,Daniel Knudsen,"Daniel Knudsen, etc",N/A,2020,7+,109 min,Action,109,7.0
TV Show,Skulls and Roses,N/A,"Raghu Ram, etc",N/A,2019,16+,1 Season,International,200,7.1
Movie,Skin Deep: The Battle Over Morgellons,Pi Ware,"Cindy Casey, etc",N/A,2020,16+,90 min,Documentary,90,3.9
Movie,Skills Like This,Monty Miranda,"Spencer Berger, etc",N/A,2007,13+,87 min,Arthouse,87,5.0
Movie,Sketchy Behaviour,Neville Shah,"Kanan Gill, etc",India,2019,13+,64 min,Arts,64,5.0
TV Show,Six Dreams,N/A,"Amaia Gorostiza, etc",Spain,2018,16+,1 Season,Sports,200,5.0
Movie,Sitting on the Moon,"Ralph Straub, Ralph Staub","Roger Pryor, etc",N/A,1936,13+,53 min,Arts,53,6.4
Movie,Sitting Bull: A Stone in My Heart,John Ferry,"Adam Fortunate Eagle, etc",N/A,2008,7+,83 min,Documentary,83,6.3
Movie,Sita,Teja,"Sai Srinivas Bellamkonda, etc",India,2019,13+,157 min,Drama,157,7.5
TV Show,"Sister, Sister",N/A,N/A,N/A,1999,13+,6 Seasons,Comedy,1200,5.0
Movie,Sir Chris Hoy - From Velodrome to Le Mans,Christian Trumble,"Chris Hoy, etc",N/A,2016,NR,52 min,Documentary,52,3.3
Movie,"Sing, Dance and Learn with Little Baby Bum",Cannis Holder,N/A,N/A,2019,ALL,30 min,Kids,30,5.0
TV Show,Sing-Along-Songs For Kids,N/A,"Jolly Jingle Works, etc",N/A,2013,ALL,1 Season,Kids,200,6.5
Movie,Sing with Gecko,N/A,N/A,N/A,2019,ALL,33 min,Kids,33,6.1
Movie,Sing Sing Nights,Lewis D. Collins,"Conway Tearle, etc",N/A,1934,18+,60 min,Drama,60,6.2
Movie,Sing and Learn with Gecko's Garage,N/A,N/A,N/A,2019,ALL,59 min,Kids,59,6.0
Movie,Sing and Dance with Little Baby Bum!,Cannis Holder,"Grace Tamayo, etc",N/A,2019,ALL,45 min,Kids,45,5.0
Movie,Sing and Dance with KiiYii,Cannis Holder,N/A,N/A,2019,ALL,47 min,Kids,47,6.7
Movie,Sing Along with Little Baby Bum,Cannis Holder,"Grace Tamayo, etc",N/A,2019,ALL,35 min,Kids,35,5.9
Movie,Sinful Davey,John Huston,"Pamela Franklin, etc",N/A,1969,13+,95 min,Comedy,95,5.7
Movie,Sinbad: Make Me Wanna Holla,Jay Chapman,"Sinbad, etc",N/A,2014,16+,90 min,Arts,90,5.0
Movie,Simple Gifts: The Chamber Music Society at Shaker Village,Habib Azar,N/A,N/A,2016,ALL,84 min,Documentary,84,5.7
TV Show,Simon's Cat - Classic Collection,N/A,N/A,N/A,2018,ALL,1 Season,Animation,200,5.1
Movie,Silver Wolf,Peter Svatek,"Michael Biehn, etc",N/A,1999,NR,98 min,Action,98,7.1
Movie,Silver Stallion,Edward F. Finney,"David Sharpe, etc",N/A,1941,18+,59 min,Western,59,4.4
Movie,Silver Blaze,Thomas Bentley,"Arthur Wontner, etc",N/A,1937,13+,70 min,Action,70,7.2
TV Show,Silver and Gold,N/A,N/A,N/A,2017,NR,1 Season,TV Shows,200,5.7
TV Show,Silk,N/A,"Maxine Peake, etc",N/A,2014,13+,3 Seasons,Drama,600,5.0
TV Show,Silent Witness,N/A,"Emilia Fox, etc",N/A,2018,18+,21 Seasons,Drama,4200,6.5
Movie,Silent Wings - The American Glider Pilots of WWII,Robert Child,"Hal Holbrook, etc",N/A,2007,7+,115 min,Documentary,115,6.6
Movie,Silence Patton,Robert Orlando,"Don Kruizinga, etc",N/A,2018,13+,85 min,Documentary,85,7.7
Movie,Silence (Tamil) (4K UHD),Hemant Madhukar,"Anushka Shetty, etc",N/A,2020,16+,126 min,Suspense,126,6.4
Movie,Silence (Malayalam) (4K UHD),Hemant Madhukar,"Anushka Shetty, etc",N/A,2020,16+,126 min,Suspense,126,5.0
TV Show,Sigmund and the Sea Monsters,N/A,"Rebecca Bloom, etc",N/A,2017,7+,1 Season,Kids,200,6.8
TV Show,Sid the Science Kid,N/A,"Alice Dinnean, etc",N/A,2008,ALL,1 Season,Kids,200,6.2
Movie,Sick Song & More Nursery Rhymes For Kids - KiiYii,Moonbug Entertainment,N/A,N/A,2020,ALL,29 min,Kids,29,7.6
Movie,Siberia (2018),Matthew Ross,"Keanu Reeves, etc",N/A,2018,16+,105 min,Action,105,6.9
Movie,Shoutoutoutout,N/A,N/A,N/A,2011,13+,35 min,Music Videos and Concerts,35,6.5
Movie,Shottas,Cess Silvera,"Ky-Mani Marley, etc",N/A,2002,16+,99 min,Action,99,7.4
Movie,Shor Se Shuruaat,"Rahul V. Chittella, Amira Bhargava, Annie Zaidi, Pratik Rajen Kothari, Supriya Sharma, Arunima Sharma, Satish Raj Kasireddi",N/A,N/A,2016,18+,123 min,Drama,123,7.2
TV Show,Shock and Awe: The Story of Electricity,N/A,"Jim Al-Khalili, etc",N/A,2011,ALL,1 Season,Documentary,200,7.8
TV Show,SHK HeroForce,N/A,"Hope Marie Nixon, etc",N/A,2018,13+,1 Season,Action,200,5.0
Movie,Shivaay,Ajay Devgn,"Ajay Devgn, etc",N/A,2015,13+,154 min,Action,154,7.8
TV Show,Shipping Wars,N/A,N/A,N/A,2015,13+,4 Seasons,Documentary,800,6.7
Movie,Shinrin-Yoku (forest bathing),Mark Knight,N/A,N/A,2019,NR,60 min,Documentary,60,8.6
TV Show,Shin chan Spin-off vol.1  Aliens vs. Shinnosuke,N/A,N/A,N/A,2016,NR,1 Season,Anime,200,2.4
Movie,Sherlock Holmes: The Hound of the Baskervilles,Douglas Hickox,"Ian Richardson, etc",N/A,1983,13+,100 min,Action,100,5.0
Movie,Sherlock Holmes & The Woman In Green,Roy William Neill,"Basil Rathbone, etc",N/A,1945,13+,69 min,Drama,69,5.3
Movie,Sherlock Holmes & The Secret Weapon,Roy William Neill,"Basil Rathbone, etc",N/A,1943,13+,71 min,Adventure,71,5.6
TV Show,Shepherd,N/A,"Lance E. Nichols, etc",N/A,2021,13+,1 Season,Drama,200,5.0
Movie,She's Not Our Sister,Vernon Snoop Robinson,"Kellita Smith, etc",N/A,2011,13+,88 min,Drama,88,7.0
Movie,Shawn Pelofsky: Stretch It Out,Desmond Devenish,"Shawn Pelofsky, etc",N/A,2018,18+,61 min,Arts,61,5.0
TV Show,Shaun the Sheep - The Farmer's Llamas,N/A,"John Sparkes, etc",N/A,2015,ALL,1 Season,Kids,200,7.4
TV Show,Shaun the Sheep,N/A,N/A,N/A,2012,ALL,6 Seasons,Animation,1200,5.0
Movie,Sharknado 5: Global Swarming,Anthony C. Ferrante,"Ian Ziering, etc",N/A,2017,13+,86 min,Action,86,7.3
Movie,Sharknado 4: The 4th Awakens,Anthony C. Ferrante,"Ian Ziering, etc",United States,2016,13+,85 min,Action,85,5.0
Movie,Shark Story: Evolution of a Master Predator,Christian Darkin,N/A,N/A,2013,7+,54 min,Documentary,54,5.3
Movie,Shapes Song & More Learning Songs For Kids - KiiYii,Moonbug Entertainment,N/A,N/A,2020,ALL,33 min,Kids,33,6.4
Movie,Shao Lin Temple,Hsin-Yen Chang,"Jet Li, etc",N/A,1982,13+,100 min,Action,100,7.1
Movie,Shane Mauss: Mating Season,Jay Chapman,"Shane Mauss, etc",N/A,2013,18+,65 min,Arts,65,6.5
Movie,Shakuntala Devi,Anu Menon,"Vidya Balan, etc",India,2020,13+,127 min,Drama,127,7.1
TV Show,Shakespeare Uncovered,N/A,"Helen Hunt, etc",N/A,2018,13+,1 Season,TV Shows,200,3.0
TV Show,Shaitaan Haveli,N/A,"Bhupesh Singh, etc",N/A,2018,NR,1 Season,Comedy,200,5.0
Movie,Shadow Puppets,Michael Winnick,"James Marsters, etc",N/A,2007,16+,103 min,Horror,103,6.0
TV Show,Shadow Force,N/A,"Bob Parr, etc",N/A,2008,13+,1 Season,TV Shows,200,6.3
Movie,Shadow Company,"Nick Bicanic, Jason Bourque","James Ashcroft, etc",Canada,2007,13+,44 min,Documentary,44,3.5
Movie,Shadaa,Jagdeep Singh,"Diljit Dosanjh, etc",N/A,2019,ALL,128 min,Comedy,128,7.8
Movie,Shaadi Mubarak,Padmasri,"Sagar RK Naidu, etc",India,2021,ALL,133 min,Comedy,133,6.2
Movie,Sex Ed,Isaac Feder,"Haley Joel Osment, etc",N/A,2014,18+,92 min,Comedy,92,3.4
Movie,Seventeen (Siebzhen),Monja Art,"Elisabeth Wabitsch, etc",N/A,2019,13+,106 min,Drama,106,5.0
TV Show,Seven Senses of the Re’Union,N/A,"Kengo Takanashi, etc",N/A,2018,NR,1 Season,TV Shows,200,2.4
TV Show,Series_Project_UN_Test_UHD,N/A,"Test Actor 1, etc",N/A,2020,ALL,1 Season,Comedy,200,8.2
TV Show,Serial Swindlers,N/A,N/A,N/A,2018,7+,1 Season,Documentary,200,7.3
TV Show,Serbia: Old and New,N/A,"Laura Alexandra, etc",N/A,2019,16+,1 Season,Documentary,200,5.4
Movie,Separate Ways,Howard Avedis,"Karen Black, etc",N/A,1981,16+,93 min,Comedy,93,7.4
TV Show,SENTOSHA: Battle Wheels,N/A,"Chihara Junior, etc",N/A,2018,13+,1 Season,Comedy,200,4.9
Movie,Sensitivity Training,Melissa Finell,"Anna Lise Phillips, etc",N/A,2018,13+,86 min,Comedy,86,5.7
Movie,Selfie Dad,Brad Silverman,"Michael Jr., etc",N/A,2020,16+,97 min,Comedy,97,5.0
TV Show,Selena's Secret,N/A,"Sofía Lama, etc",N/A,2018,NR,1 Season,Drama,200,5.9
Movie,Selah and the Spades,Tayarisha Poe,"Lovie Simone, etc",United States,2020,16+,98 min,Young Adult Audience,98,7.8
Movie,"Seeing, Searching, Being - William Segal",Ken Burns,"Wiliam Segal, etc",N/A,2010,NR,74 min,Documentary,74,8.4
TV Show,Seeing Canada,N/A,"Brandy Yanchyk, etc",N/A,2019,13+,2 Seasons,Documentary,400,6.3
Movie,Seed of Innocence,Boaz Davidson,"Mary Cannon, etc",N/A,1980,16+,92 min,Drama,92,3.8
Movie,Section 375,Ajay Bahl,"Akshaye Khanna, etc",N/A,2019,18+,123 min,Drama,123,6.4
TV Show,Secrets Of The Universe,N/A,N/A,N/A,2015,ALL,1 Season,Documentary,200,3.2
TV Show,Secrets of the Dead: The Nero Files,N/A,"Jay O. Sanders, etc",N/A,2019,13+,1 Season,Documentary,200,6.7
Movie,Secrets of the Dead: The Lost Gardens of Babylon,David Allen,"Jay O. Sanders, etc",N/A,2014,NR,55 min,Documentary,55,4.7
TV Show,Secrets of the Castle,N/A,"Ruth Goodman, etc",N/A,2014,13+,1 Season,Documentary,200,5.7
Movie,Secret Valley,Howard Bretherton,"Richard Arlen, etc",N/A,1937,ALL,57 min,Western,57,8.8
TV Show,Secret State,N/A,"Gabriel Byrne, etc",N/A,2012,13+,1 Season,Drama,200,7.8
TV Show,Secret Life of the Hospital Bed,N/A,"Joe Duttine, etc",N/A,2017,16+,1 Season,Documentary,200,6.2
Movie,Secret Diary of the Holocaust,Alex Marengo,"Colin Tierney, etc",N/A,2009,16+,50 min,Documentary,50,4.8
TV Show,Secret Diary of a Call Girl,N/A,"Billie Piper, etc",N/A,2011,18+,3 Seasons,Drama,600,6.7
Movie,Secondhand Hearts,Austin Everett,"Ben Isaacs, etc",N/A,2020,NR,95 min,Drama,95,6.6
TV Show,Second  War Diary - The War Day by Day,N/A,N/A,N/A,2014,NR,1 Season,Documentary,200,7.0
Movie,Seated Yoga Level I 13 minutes,Mark Knight,"Anne-Marie Newland, etc",N/A,2016,ALL,14 min,Fitness,14,5.0
TV Show,Seatbelt Psychic,N/A,"Lisa Cash, etc",N/A,2018,13+,1 Season,Documentary,200,5.5
Movie,Searching for Bobby Fischer,Steven Zaillian,"Ben Kingsley, etc",N/A,1993,16+,110 min,Drama,110,5.3
Movie,Searching for Augusta: The Forgotten Angel of Bastogne,Mike Edwards,N/A,N/A,2016,13+,74 min,Documentary,74,3.5
Movie,Sean Bones: Live in Concert,N/A,N/A,N/A,2011,13+,29 min,Music Videos and Concerts,29,5.2
TV Show,Sea Power,N/A,N/A,N/A,2005,7+,1 Season,Documentary,200,9.0
Movie,Sea Gypsies,Nico Edwards,"Nico Edwards, etc",N/A,2016,13+,78 min,Action,78,6.3
TV Show,Scrubs,N/A,"Zach Braff, etc",N/A,2010,13+,9 Seasons,Comedy,1800,4.4
TV Show,Scrapyard Supercar,N/A,"Shane Lynch, etc",N/A,2019,7+,1 Season,Special Interest,200,7.1
TV Show,Scott & Bailey,N/A,"Suranne Jones, etc",N/A,2016,13+,5 Seasons,Drama,1000,5.7
Movie,Scorpio Men on Prozac,Rand Marsh,"Seth Macari, etc",N/A,2020,16+,107 min,Drama,107,6.5
TV Show,SciGirls,N/A,N/A,N/A,2010,13+,1 Season,Kids,200,5.8
Movie,School Spirits,Allison Eckert,"Tiffany Alvord, etc",N/A,2020,13+,89 min,Action,89,5.6
TV Show,Scenic Walks Around the World,N/A,"Michael Lumsden, etc",N/A,2008,ALL,1 Season,TV Shows,200,8.0
TV Show,Scenery Channel,N/A,N/A,N/A,2017,ALL,1 Season,International,200,7.8
TV Show,Scaredy Squirrel,N/A,"Terry McGurrin, etc",N/A,2012,ALL,4 Seasons,Animation,800,5.0
Movie,Say Yes,Stewart Wade,"Leah McKendrick, etc",N/A,2019,18+,95 min,Drama,95,5.0
Movie,Sawan Ko Aane Do,Kanak Mishra,"Arun Govil, etc",N/A,1979,ALL,153 min,Drama,153,5.0
Movie,Savyasachi,Chandoo Mondeti,"Naga Chaitanya, etc",India,2018,13+,148 min,Action,148,5.0
Movie,Savoir Adore,Baeble Music,N/A,N/A,2006,13+,34 min,Music Videos and Concerts,34,6.3
Movie,Saving Zoë,Jeffrey G. Hunt,"Laura Marano, etc",N/A,2019,16+,95 min,Drama,95,7.1
Movie,Saved By Grace,Johnny Remo,"Joey Lawrence, etc",N/A,2015,13+,85 min,Drama,85,5.0
Movie,Sasheer Zamata: Pizza Mind,Chioke Nassor,"Sasheer Zamata, etc",N/A,2017,18+,73 min,Arts,73,7.2
TV Show,SAS Rogue Warriors,N/A,N/A,N/A,2018,13+,1 Season,Documentary,200,3.7
Movie,Sarah Colonna: I Can't Feel My Legs,Jay Karas,"Sarah Colonna, etc",N/A,2015,NR,67 min,Arts,67,5.0
Movie,SANDPAPER,Jarett Bellucci,"David Razor, etc",N/A,2019,16+,72 min,Drama,72,7.5
Movie,Sand Castles,Clenét Verdi-Rose,"Jordon Hodges, etc",N/A,2014,18+,94 min,Drama,94,6.7
Movie,San Fernando Valley,John English,"Roy Rogers, etc",N/A,1944,13+,53 min,Western,53,6.5
Movie,Same Kind of Different as Me,Michael Carney,"Greg Kinnear, etc",United States,2017,13+,119 min,Drama,119,4.8
TV Show,Salvage: Code Red,N/A,N/A,N/A,2009,13+,1 Season,Adventure,200,5.4
Movie,Salome Where She Danced,Charles Lamont,"Yvonne De Carlo, etc",N/A,1945,13+,92 min,Action,92,7.4
Movie,Saleslady,Arthur Greville Collins,"Anna Neagle, etc",N/A,1938,13+,63 min,Comedy,63,5.8
Movie,Sakka Podu Podu Raja,Sethuraman,"Santhanam, etc",India,2017,13+,124 min,Comedy,124,7.4
Movie,Saints and Soldiers: Airborne Creed,Ryan Little,"Corbin Allred, etc",N/A,2012,13+,95 min,Action,95,5.0
Movie,Sahil Shah’s: Childish Behaviour,Siddharth Vasani,"Sahil Shah, etc",N/A,2018,18+,72 min,Arts,72,5.0
TV Show,Sagrada Reset,N/A,N/A,N/A,2017,13+,2 Seasons,Anime,400,8.0
Movie,Saaho (Telugu),Sujeeth,"Prabhas, etc",N/A,2019,13+,170 min,Action,170,2.8
Movie,Saaho (Tamil),Sujeeth,"Prabhas, etc",N/A,2019,13+,170 min,Action,170,7.1
Movie,Saaho (Malayalam),Sujeeth,"Prabhas, etc",N/A,2019,13+,170 min,Action,170,6.2
Movie,Saaho (Kannada),Sujeeth,"Prabhas, etc",N/A,2019,13+,169 min,Action,169,7.2
Movie,Ryan Shaw,N/A,N/A,N/A,2004,13+,26 min,Music Videos and Concerts,26,6.6
Movie,Ryan Bingham Live,Milton Lage,"Ryan Bingham, etc",N/A,2016,13+,110 min,Music Videos and Concerts,110,5.2
Movie,RX100,Ajay Bhupathi,"Kartikeya Gummakonda, etc",N/A,2018,18+,148 min,Action,148,6.4
TV Show,Ruyi's Royal Love in The Palace,N/A,"Zhou Xun, etc",N/A,2018,13+,1 Season,Drama,200,4.4
Movie,Rustum,Ravi Varma,"Shivarajkumar, etc",India,2019,13+,127 min,Action,127,5.0
TV Show,Russell Peters: Deported,N/A,"Russell Peters, etc",N/A,2020,16+,1 Season,Arts,200,6.2
Movie,Rupture,Steven Stainberg,"Noomi Rapace, etc",N/A,2017,18+,101 min,Horror,101,5.0
Movie,Running for Grace,David L. Cunningham,"Matt Dillon, etc",N/A,2018,NR,111 min,Adventure,111,6.4
Movie,Runnin' From My Roots,Nancy Criss,"Deana Carter, etc",N/A,2018,NR,92 min,Arts,92,5.0
TV Show,Runaway Squad,N/A,N/A,N/A,2010,13+,1 Season,TV Shows,200,5.5
Movie,Rumble: The Indians Who Rocked the World,"Catherine Bainbridge, Alfonso Maiorana (Co-Director)","Link Wray, etc",N/A,2017,13+,102 min,Documentary,102,5.0
Movie,Rudy Ruettiger: The Walk On,Nick Nanton,"Daniel 'Rudy' Ruettiger, etc",N/A,2018,7+,78 min,Documentary,78,3.7
TV Show,Rubbadubbers,N/A,"John Gordon Sinclair, etc",N/A,2005,ALL,4 Seasons,Kids,800,5.0
Movie,Rotters,Gordon Anderson,"Frank Skinner, etc",N/A,2015,13+,22 min,Comedy,22,5.2
TV Show,Ross Kemp: Middle East,N/A,"Ross Kemp, etc",N/A,2010,16+,1 Season,TV Shows,200,8.2
TV Show,Rose and Maloney,N/A,"Sarah Lancashire, etc",N/A,2005,13+,3 Seasons,Drama,600,7.0
Movie,Root of the Problem,Scott Sikma,"Sergio Di Zio, etc",N/A,2020,7+,95 min,Comedy,95,3.7
TV Show,Room at the Top,N/A,"Matthew McNulty, etc",N/A,2012,18+,1 Season,TV Shows,200,5.1
Movie,Room 6,Michael Hurst,"Christine Taylor, etc",N/A,2006,16+,94 min,Horror,94,5.0
TV Show,"Ronja, the Robber's Daughter",N/A,"Gillian Anderson, etc",N/A,2017,7+,1 Season,Anime,200,7.4
Movie,Romola,Henry King,"Lillian Gish, etc",N/A,1924,13+,118 min,Drama,118,5.0
TV Show,Rome - Empire Without Limit,N/A,"Mary Beard, etc",N/A,2016,16+,1 Season,Documentary,200,4.9
Movie,Romance On The Range,Joseph Kane,"Roy Rogers, etc",N/A,1942,13+,53 min,Suspense,53,7.4
Movie,Roman Holiday,William Wyler,"Gregory Peck, etc",N/A,1953,7+,118 min,Comedy,118,4.8
Movie,Rolling Home,William Berke,"Jean Parker, etc",N/A,1946,ALL,68 min,Action,68,6.3
TV Show,Rolie Polie Olie,N/A,"Cole Caplan, etc",N/A,1998,ALL,1 Season,Animation,200,5.0
TV Show,Rodeo Girls,N/A,"Darcy LaPier, etc",N/A,2014,13+,1 Season,TV Shows,200,4.5
Movie,Rodeo & Juliet,Thadd Turner,"Krista Allen, etc",N/A,2015,7+,88 min,Drama,88,6.0
TV Show,Rocky and Bullwinkle,N/A,"Tara Strong as Rocky, etc",N/A,2019,7+,2 Seasons,Kids,400,5.0
Movie,Robin Hood (Silent),Allan Dwan,"Douglas Fairbanks Sr., etc",N/A,1922,13+,121 min,Action,121,6.3
Movie,Robert,Andrew Jones,"Lee Bane, etc",N/A,2015,13+,94 min,Horror,94,5.0
Movie,Rob Schneider: Soy Sauce and the Holocaust,Rob Schneider,"Rob Schneider, etc",N/A,2013,18+,60 min,Arts,60,3.0
TV Show,Rob Delaney: Jackie,N/A,"Rob Delaney, etc",N/A,2020,18+,1 Season,Arts,200,6.4
Movie,Road Dogz,Alfredo Ramos,"Clifton Collins Jr., etc",N/A,2002,16+,96 min,Action,96,5.7
Movie,Rivers and Roads: The Head And The Heart - Live from Pike Place Market,N/A,"Jonathan Russell, etc",N/A,2020,13+,74 min,Music Videos and Concerts,74,6.7
TV Show,Ritual,N/A,N/A,N/A,2017,NR,1 Season,Comedy,200,7.6
Movie,Rise of the Great White Shark,Andy Casagrande,N/A,N/A,2017,ALL,49 min,Documentary,49,5.0
Movie,Right At Your Door,Chris Gorak,"Mary McCormack, etc",N/A,2007,16+,91 min,Drama,91,5.0
Movie,Riders of the Whistling Pines,John English,"Gene Autry, etc",N/A,1949,13+,70 min,Action,70,8.7
Movie,Riders of the Rockies,Robert N. Bradbury,"Tex Ritter, etc",N/A,1937,ALL,59 min,Western,59,5.0
Movie,Ride,Helen Hunt,"Helen Hunt, etc",N/A,2015,16+,93 min,Comedy,93,7.9
Movie,Rickover: The Birth of Nuclear Power,Michael Pack,"Tim Blake Nelson, etc",N/A,2014,NR,115 min,Documentary,115,7.4
TV Show,Rick Steves' Europe,N/A,"Rick Steves, etc",N/A,2018,ALL,4 Seasons,Documentary,800,7.9
TV Show,Rick Stein's Mediterranean Escapes,N/A,"Rick Stein, etc",N/A,2007,13+,1 Season,Special Interest,200,4.8
TV Show,Rick Stein's Long Weekends,N/A,"Rick Stein, etc",N/A,2016,13+,1 Season,Special Interest,200,5.5
TV Show,Rick Stein's India,N/A,"Rick Stein, etc",N/A,2013,13+,1 Season,Special Interest,200,5.9
TV Show,Rick Stein's Far Eastern Odyssey,N/A,"Rick Stein, etc",N/A,2009,13+,1 Season,Special Interest,200,7.6
Movie,Rick Stein and the Japanese Ambassador,David Pritchard,"Rick Stein, etc",N/A,2006,NR,59 min,Special Interest,59,5.0
TV Show,Richard Simmons' Dream Maker,N/A,"Richard Simmons, etc",N/A,2017,ALL,1 Season,Special Interest,200,5.0
